book,score
60350,447
60351,308
60352,525
60353,387
60354,228
60355,35
60356,569
60357,467
60358,19
60359,82
60360,551
60361,367
60362,546
60363,403
60364,297
60365,203
60366,64
60367,443
60368,472
60369,221
60370,413
60371,260
60372,10
60373,458
60374,236
60375,222
60376,558
60377,80
60378,70
60379,525
60380,237
60381,334
60382,595
60383,444
60384,247
60385,96
60386,119
60387,335
60388,159
60389,215
60390,487
60391,126
60392,564
60393,541
60394,543
60395,461
60396,141
60397,110
60398,242
60399,336
60400,41
60401,50
60402,493
60403,572
60404,280
60405,303
60406,224
60407,313
60408,145
60409,307
60410,258
60411,588
60412,504
60413,223
60414,240
60415,112
60416,459
60417,359
60418,225
60419,20
60420,298
60421,573
60422,145
60423,336
60424,554
60425,174
60426,32
60427,9
60428,36
60429,460
60430,167
60431,212
60432,342
60433,139
60434,254
60435,367
60436,117
60437,407
60438,429
60439,211
60440,509
60441,594
60442,509
60443,334
60444,496
60445,76
60446,97
60447,300
60448,183
60449,362
60450,143
60451,238
60452,583
60453,49
60454,29
60455,27
60456,74
60457,421
60458,569
60459,354
60460,145
60461,82
60462,218
60463,354
60464,564
60465,75
60466,164
60467,457
60468,542
60469,464
60470,356
60471,216
60472,599
60473,170
60474,73
60475,248
60476,255
60477,538
60478,467
60479,221
60480,396
60481,320
60482,43
60483,304
60484,529
60485,264
60486,77
60487,115
60488,403
60489,238
60490,422
60491,358
60492,280
60493,162
60494,103
60495,278
60496,246
60497,510
60498,475
60499,573
60500,22
60501,445
60502,315
60503,21
60504,539
60505,150
60506,299
60507,277
60508,307
60509,109
60510,409
60511,222
60512,521
60513,299
60514,305
60515,471
60516,451
60517,412
60518,224
60519,509
60520,519
60521,534
60522,243
60523,495
60524,205
60525,257
60526,451
60527,445
60528,105
60529,130
60530,511
60531,448
60532,473
60533,569
60534,318
60535,220
60536,21
60537,363
60538,88
60539,123
60540,487
60541,458
60542,87
60543,219
60544,40
60545,591
60546,559
60547,23
60548,3
60549,306
60550,583
60551,268
60552,243
60553,65
60554,572
60555,249
60556,261
60557,132
60558,313
60559,186
60560,401
60561,545
60562,44
60563,166
60564,563
60565,434
60566,463
60567,363
60568,56
60569,236
60570,178
60571,276
60572,415
60573,35
60574,58
60575,89
60576,29
60577,361
60578,496
60579,492
60580,501
60581,414
60582,560
60583,396
60584,18
60585,122
60586,492
60587,386
60588,274
60589,53
60590,13
60591,137
60592,490
60593,295
60594,270
60595,211
60596,168
60597,219
60598,125
60599,246
60600,505
60601,222
60602,310
60603,93
60604,87
60605,462
60606,245
60607,170
60608,581
60609,541
60610,488
60611,82
60612,331
60613,237
60614,303
60615,89
60616,73
60617,157
60618,433
60619,388
60620,218
60621,466
60622,596
60623,470
60624,15
60625,441
60626,504
60627,474
60628,244
60629,520
60630,265
60631,327
60632,403
60633,4
60634,376
60635,154
60636,227
60637,301
60638,269
60639,156
60640,76
60641,142
60642,378
60643,84
60644,258
60645,361
60646,54
60647,376
60648,12
60649,567
60650,405
60651,389
60652,64
60653,389
60654,25
60655,278
60656,85
60657,418
60658,600
60659,512
60660,380
60661,21
60662,257
60663,348
60664,339
60665,427
60666,299
60667,454
60668,479
60669,470
60670,85
60671,467
60672,158
60673,481
60674,124
60675,79
60676,567
60677,23
60678,332
60679,364
60680,78
60681,588
60682,445
60683,143
60684,536
60685,323
60686,409
60687,516
60688,87
60689,271
60690,592
60691,129
60692,18
60693,310
60694,233
60695,352
60696,13
60697,14
60698,205
60699,94
60700,240
60701,571
60702,401
60703,417
60704,558
60705,65
60706,16
60707,39
60708,445
60709,148
60710,322
60711,217
60712,268
60713,127
60714,342
60715,470
60716,102
60717,241
60718,327
60719,444
60720,282
60721,555
60722,29
60723,89
60724,76
60725,222
60726,187
60727,184
60728,596
60729,10
60730,553
60731,207
60732,369
60733,226
60734,302
60735,388
60736,265
60737,187
60738,251
60739,32
60740,256
60741,130
60742,174
60743,92
60744,554
60745,285
60746,570
60747,336
60748,126
60749,490
60750,416
60751,170
60752,306
60753,323
60754,508
60755,12
60756,365
60757,411
60758,110
60759,230
60760,189
60761,451
60762,226
60763,450
60764,318
60765,469
60766,175
60767,159
60768,499
60769,330
60770,369
60771,141
60772,508
60773,455
60774,556
60775,176
60776,52
60777,73
60778,406
60779,175
60780,301
60781,409
60782,118
60783,459
60784,178
60785,123
60786,463
60787,597
60788,409
60789,128
60790,171
60791,328
60792,548
60793,476
60794,486
60795,78
60796,243
60797,194
60798,25
60799,175
60800,231
60801,539
60802,214
60803,371
60804,45
60805,357
60806,495
60807,553
60808,13
60809,224
60810,246
60811,432
60812,86
60813,444
60814,496
60815,322
60816,575
60817,222
60818,555
60819,137
60820,85
60821,409
60822,40
60823,538
60824,292
60825,449
60826,63
60827,510
60828,180
60829,523
60830,399
60831,502
60832,154
60833,593
60834,142
60835,559
60836,455
60837,122
60838,107
60839,539
60840,401
60841,589
60842,525
60843,239
60844,588
60845,141
60846,495
60847,484
60848,373
60849,64
60850,252
60851,404
60852,587
60853,258
60854,553
60855,262
60856,170
60857,584
60858,387
60859,309
60860,565
60861,462
60862,293
60863,570
60864,207
60865,105
60866,557
60867,202
60868,495
60869,224
60870,236
60871,99
60872,542
60873,389
60874,561
60875,304
60876,453
60877,2
60878,130
60879,35
60880,488
60881,439
60882,334
60883,474
60884,217
60885,79
60886,161
60887,234
60888,242
60889,274
60890,436
60891,592
60892,403
60893,86
60894,568
60895,183
60896,588
60897,14
60898,303
60899,171
60900,511
60901,309
60902,592
60903,564
60904,470
60905,491
60906,13
60907,438
60908,564
60909,126
60910,218
60911,453
60912,539
60913,132
60914,68
60915,70
60916,217
60917,77
60918,132
60919,465
60920,39
60921,581
60922,383
60923,83
60924,393
60925,511
60926,267
60927,415
60928,579
60929,205
60930,216
60931,268
60932,365
60933,595
60934,400
60935,402
60936,125
60937,244
60938,372
60939,342
60940,94
60941,453
60942,533
60943,157
60944,570
60945,389
60946,516
60947,510
60948,505
60949,230
60950,38
60951,503
60952,182
60953,573
60954,160
60955,537
60956,354
60957,500
60958,515
60959,168
60960,56
60961,530
60962,155
60963,330
60964,372
60965,352
60966,250
60967,282
60968,329
60969,148
60970,12
60971,36
60972,245
60973,346
60974,470
60975,240
60976,187
60977,174
60978,208
60979,308
60980,364
60981,143
60982,237
60983,185
60984,123
60985,21
60986,563
60987,184
60988,436
60989,547
60990,427
60991,5
60992,368
60993,183
60994,326
60995,329
60996,256
60997,431
60998,449
60999,326
61000,332
61001,566
61002,407
61003,52
61004,335
61005,475
61006,458
61007,281
61008,96
61009,370
61010,206
61011,284
61012,535
61013,140
61014,138
61015,378
61016,201
61017,346
61018,444
61019,570
61020,403
61021,95
61022,23
61023,323
61024,47
61025,515
61026,587
61027,405
61028,382
61029,51
61030,426
61031,172
61032,442
61033,278
61034,482
61035,49
61036,390
61037,43
61038,204
61039,76
61040,13
61041,590
61042,536
61043,436
61044,108
61045,305
61046,123
61047,598
61048,429
61049,575
61050,366
61051,372
61052,513
61053,44
61054,364
61055,124
61056,425
61057,576
61058,600
61059,10
61060,120
61061,34
61062,152
61063,488
61064,504
61065,137
61066,18
61067,425
61068,16
61069,558
61070,369
61071,269
61072,592
61073,77
61074,92
61075,94
61076,529
61077,235
61078,443
61079,466
61080,27
61081,305
61082,471
61083,273
61084,523
61085,30
61086,365
61087,430
61088,249
61089,139
61090,567
61091,579
61092,76
61093,151
61094,351
61095,397
61096,282
61097,251
61098,281
61099,22
61100,136
61101,48
61102,84
61103,81
61104,339
61105,404
61106,220
61107,224
61108,280
61109,580
61110,23
61111,1
61112,142
61113,259
61114,289
61115,351
61116,382
61117,201
61118,191
61119,77
61120,452
61121,527
61122,205
61123,157
61124,77
61125,590
61126,468
61127,54
61128,436
61129,367
61130,236
61131,581
61132,507
61133,581
61134,153
61135,146
61136,474
61137,574
61138,581
61139,539
61140,407
61141,49
61142,90
61143,591
61144,475
61145,170
61146,426
61147,24
61148,349
61149,561
61150,597
61151,99
61152,461
61153,352
61154,462
61155,12
61156,527
61157,43
61158,99
61159,330
61160,233
61161,97
61162,7
61163,113
61164,291
61165,169
61166,237
61167,511
61168,474
61169,128
61170,539
61171,214
61172,201
61173,15
61174,113
61175,208
61176,285
61177,337
61178,292
61179,569
61180,516
61181,258
61182,476
61183,78
61184,217
61185,323
61186,566
61187,99
61188,190
61189,529
61190,166
61191,98
61192,278
61193,295
61194,21
61195,296
61196,429
61197,168
61198,123
61199,457
61200,247
61201,382
61202,122
61203,108
61204,514
61205,64
61206,262
61207,97
61208,10
61209,469
61210,44
61211,142
61212,287
61213,360
61214,302
61215,1
61216,436
61217,204
61218,17
61219,416
61220,310
61221,430
61222,195
61223,332
61224,239
61225,42
61226,68
61227,100
61228,294
61229,294
61230,32
61231,470
61232,53
61233,323
61234,454
61235,144
61236,327
61237,1
61238,240
61239,61
61240,388
61241,114
61242,583
61243,219
61244,10
61245,487
61246,18
61247,480
61248,73
61249,334
61250,171
61251,341
61252,323
61253,437
61254,70
61255,195
61256,183
61257,184
61258,487
61259,26
61260,505
61261,543
61262,311
61263,569
61264,351
61265,515
61266,178
61267,199
61268,146
61269,511
61270,360
61271,464
61272,527
61273,547
61274,511
61275,347
61276,193
61277,363
61278,369
61279,256
61280,477
61281,270
61282,295
61283,439
61284,322
61285,506
61286,346
61287,259
61288,371
61289,541
61290,353
61291,542
61292,34
61293,311
61294,60
61295,422
61296,202
61297,435
61298,292
61299,437
61300,529
61301,564
61302,269
61303,446
61304,472
61305,164
61306,97
61307,155
61308,241
61309,272
61310,450
61311,140
61312,268
61313,79
61314,91
61315,242
61316,238
61317,297
61318,123
61319,361
61320,102
61321,21
61322,512
61323,219
61324,149
61325,402
61326,92
61327,554
61328,434
61329,111
61330,62
61331,174
61332,399
61333,278
61334,512
61335,36
61336,387
61337,538
61338,40
61339,183
61340,133
61341,162
61342,470
61343,400
61344,337
61345,142
61346,425
61347,473
61348,131
61349,46
61350,174
61351,600
61352,461
61353,82
61354,62
61355,511
61356,478
61357,332
61358,82
61359,88
61360,458
61361,474
61362,326
61363,261
61364,560
61365,183
61366,231
61367,485
61368,132
61369,57
61370,106
61371,371
61372,489
61373,573
61374,403
61375,97
61376,258
61377,526
61378,23
61379,434
61380,13
61381,85
61382,6
61383,188
61384,140
61385,67
61386,112
61387,396
61388,586
61389,593
61390,451
61391,332
61392,479
61393,584
61394,390
61395,567
61396,432
61397,485
61398,317
61399,309
61400,166
61401,404
61402,154
61403,58
61404,465
61405,165
61406,300
61407,385
61408,448
61409,68
61410,527
61411,7
61412,360
61413,50
61414,168
61415,210
61416,535
61417,554
61418,162
61419,215
61420,227
61421,86
61422,234
61423,74
61424,468
61425,334
61426,499
61427,232
61428,555
61429,226
61430,39
61431,81
61432,118
61433,352
61434,84
61435,546
61436,425
61437,199
61438,78
61439,486
61440,386
61441,156
61442,174
61443,532
61444,424
61445,169
61446,159
61447,44
61448,385
61449,179
61450,56
61451,252
61452,279
61453,125
61454,531
61455,319
61456,151
61457,272
61458,138
61459,404
61460,38
61461,316
61462,336
61463,196
61464,271
61465,240
61466,379
61467,85
61468,565
61469,381
61470,236
61471,228
61472,354
61473,585
61474,328
61475,351
61476,418
61477,463
61478,199
61479,232
61480,327
61481,171
61482,294
61483,270
61484,521
61485,19
61486,99
61487,94
61488,265
61489,345
61490,133
61491,358
61492,123
61493,86
61494,21
61495,378
61496,574
61497,249
61498,572
61499,448
61500,506
61501,324
61502,283
61503,341
61504,564
61505,119
61506,481
61507,571
61508,400
61509,342
61510,589
61511,138
61512,444
61513,501
61514,424
61515,506
61516,269
61517,564
61518,429
61519,291
61520,553
61521,278
61522,521
61523,92
61524,528
61525,523
61526,409
61527,376
61528,167
61529,374
61530,500
61531,198
61532,170
61533,248
61534,454
61535,583
61536,54
61537,171
61538,365
61539,187
61540,208
61541,99
61542,396
61543,356
61544,37
61545,14
61546,346
61547,300
61548,351
61549,165
61550,446
61551,235
61552,161
61553,314
61554,57
61555,416
61556,224
61557,89
61558,208
61559,280
61560,510
61561,12
61562,181
61563,245
61564,147
61565,302
61566,329
61567,117
61568,498
61569,129
61570,128
61571,292
61572,365
61573,290
61574,169
61575,484
61576,382
61577,354
61578,48
61579,232
61580,276
61581,216
61582,217
61583,416
61584,294
61585,138
61586,179
61587,255
61588,527
61589,491
61590,575
61591,136
61592,262
61593,550
61594,236
61595,375
61596,296
61597,288
61598,105
61599,172
61600,164
61601,108
61602,278
61603,98
61604,331
61605,88
61606,231
61607,405
61608,315
61609,132
61610,389
61611,514
61612,302
61613,219
61614,219
61615,136
61616,243
61617,105
61618,410
61619,156
61620,241
61621,413
61622,489
61623,292
61624,547
61625,553
61626,181
61627,193
61628,29
61629,204
61630,497
61631,287
61632,522
61633,152
61634,330
61635,408
61636,511
61637,503
61638,458
61639,108
61640,495
61641,592
61642,87
61643,277
61644,507
61645,352
61646,262
61647,87
61648,565
61649,180
61650,329
61651,253
61652,138
61653,443
61654,3
61655,62
61656,563
61657,16
61658,116
61659,223
61660,166
61661,20
61662,566
61663,170
61664,190
61665,10
61666,82
61667,547
61668,123
61669,164
61670,271
61671,475
61672,350
61673,108
61674,280
61675,150
61676,446
61677,276
61678,393
61679,48
61680,32
61681,455
61682,438
61683,28
61684,223
61685,8
61686,280
61687,308
61688,176
61689,464
61690,477
61691,172
61692,96
61693,198
61694,211
61695,25
61696,452
61697,262
61698,432
61699,416
61700,285
61701,20
61702,233
61703,184
61704,518
61705,481
61706,5
61707,65
61708,299
61709,60
61710,573
61711,326
61712,288
61713,77
61714,123
61715,398
61716,411
61717,546
61718,92
61719,329
61720,31
61721,212
61722,236
61723,470
61724,109
61725,532
61726,340
61727,73
61728,553
61729,255
61730,338
61731,448
61732,471
61733,241
61734,245
61735,95
61736,481
61737,533
61738,162
61739,226
61740,94
61741,98
61742,257
61743,320
61744,16
61745,474
61746,318
61747,191
61748,137
61749,452
61750,444
61751,386
61752,179
61753,329
61754,324
61755,543
61756,155
61757,228
61758,118
61759,428
61760,457
61761,314
61762,514
61763,274
61764,375
61765,56
61766,542
61767,250
61768,76
61769,228
61770,164
61771,308
61772,387
61773,4
61774,446
61775,255
61776,269
61777,179
61778,529
61779,443
61780,519
61781,402
61782,187
61783,281
61784,169
61785,299
61786,147
61787,84
61788,253
61789,320
61790,324
61791,401
61792,448
61793,298
61794,453
61795,297
61796,296
61797,582
61798,160
61799,47
61800,250
61801,153
61802,349
61803,397
61804,527
61805,413
61806,34
61807,345
61808,322
61809,547
61810,393
61811,525
61812,489
61813,600
61814,390
61815,52
61816,309
61817,245
61818,371
61819,408
61820,327
61821,206
61822,547
61823,193
61824,81
61825,76
61826,167
61827,552
61828,79
61829,485
61830,192
61831,489
61832,320
61833,329
61834,122
61835,519
61836,277
61837,448
61838,384
61839,457
61840,116
61841,183
61842,258
61843,170
61844,225
61845,58
61846,440
61847,359
61848,250
61849,163
61850,50
61851,545
61852,165
61853,288
61854,190
61855,42
61856,41
61857,115
61858,228
61859,276
61860,182
61861,443
61862,201
61863,197
61864,546
61865,15
61866,302
61867,287
61868,472
61869,595
61870,341
61871,171
61872,31
61873,51
61874,248
61875,462
61876,92
61877,196
61878,230
61879,100
61880,589
61881,394
61882,18
61883,57
61884,580
61885,572
61886,161
61887,495
61888,36
61889,572
61890,328
61891,289
61892,202
61893,282
61894,240
61895,309
61896,147
61897,120
61898,559
61899,240
61900,190
61901,185
61902,476
61903,388
61904,318
61905,2
61906,279
61907,461
61908,23
61909,26
61910,554
61911,129
61912,26
61913,222
61914,152
61915,325
61916,246
61917,365
61918,225
61919,332
61920,301
61921,354
61922,567
61923,114
61924,376
61925,472
61926,224
61927,535
61928,288
61929,584
61930,392
61931,128
61932,498
61933,317
61934,330
61935,111
61936,534
61937,281
61938,442
61939,18
61940,469
61941,456
61942,283
61943,481
61944,508
61945,298
61946,168
61947,537
61948,361
61949,303
61950,489
61951,534
61952,201
61953,186
61954,572
61955,149
61956,219
61957,184
61958,109
61959,599
61960,61
61961,466
61962,204
61963,153
61964,209
61965,589
61966,378
61967,408
61968,99
61969,299
61970,167
61971,210
61972,322
61973,178
61974,178
61975,352
61976,32
61977,259
61978,486
61979,40
61980,512
61981,517
61982,46
61983,71
61984,123
61985,496
61986,317
61987,364
61988,111
61989,573
61990,220
61991,487
61992,581
61993,522
61994,137
61995,8
61996,77
61997,548
61998,176
61999,196
62000,56
62001,93
62002,353
62003,113
62004,442
62005,221
62006,165
62007,163
62008,314
62009,60
62010,62
62011,272
62012,47
62013,461
62014,59
62015,109
62016,288
62017,343
62018,525
62019,68
62020,432
62021,309
62022,288
62023,389
62024,221
62025,373
62026,121
62027,521
62028,100
62029,70
62030,369
62031,109
62032,106
62033,538
62034,187
62035,507
62036,73
62037,291
62038,368
62039,589
62040,525
62041,146
62042,404
62043,315
62044,466
62045,50
62046,52
62047,132
62048,284
62049,483
62050,551
62051,240
62052,267
62053,435
62054,342
62055,484
62056,233
62057,270
62058,97
62059,87
62060,600
62061,158
62062,600
62063,393
62064,189
62065,311
62066,226
62067,12
62068,67
62069,289
62070,374
62071,106
62072,110
62073,496
62074,268
62075,422
62076,5
62077,168
62078,94
62079,431
62080,27
62081,25
62082,80
62083,286
62084,362
62085,34
62086,593
62087,176
62088,532
62089,250
62090,421
62091,567
62092,575
62093,450
62094,25
62095,236
62096,340
62097,543
62098,75
62099,95
62100,221
62101,499
62102,203
62103,135
62104,409
62105,307
62106,97
62107,444
62108,293
62109,555
62110,524
62111,450
62112,248
62113,157
62114,172
62115,360
62116,571
62117,216
62118,94
62119,38
62120,83
62121,469
62122,506
62123,22
62124,468
62125,413
62126,417
62127,200
62128,548
62129,287
62130,504
62131,529
62132,146
62133,454
62134,596
62135,151
62136,193
62137,254
62138,577
62139,123
62140,212
62141,431
62142,483
62143,161
62144,496
62145,578
62146,144
62147,307
62148,592
62149,56
62150,80
62151,417
62152,353
62153,458
62154,426
62155,557
62156,508
62157,147
62158,484
62159,27
62160,185
62161,66
62162,342
62163,14
62164,461
62165,284
62166,228
62167,358
62168,443
62169,318
62170,86
62171,493
62172,512
62173,312
62174,398
62175,400
62176,430
62177,4
62178,334
62179,571
62180,39
62181,406
62182,579
62183,341
62184,396
62185,598
62186,305
62187,307
62188,577
62189,408
62190,397
62191,24
62192,582
62193,437
62194,97
62195,242
62196,221
62197,226
62198,23
62199,56
62200,218
62201,214
62202,70
62203,511
62204,548
62205,42
62206,146
62207,564
62208,575
62209,464
62210,67
62211,172
62212,211
62213,78
62214,76
62215,119
62216,277
62217,540
62218,349
62219,186
62220,448
62221,416
62222,288
62223,268
62224,296
62225,483
62226,389
62227,585
62228,363
62229,93
62230,402
62231,98
62232,260
62233,539
62234,307
62235,381
62236,452
62237,25
62238,33
62239,24
62240,447
62241,378
62242,506
62243,9
62244,393
62245,324
62246,414
62247,177
62248,563
62249,577
62250,473
62251,472
62252,534
62253,15
62254,33
62255,354
62256,547
62257,177
62258,334
62259,70
62260,236
62261,223
62262,81
62263,415
62264,354
62265,145
62266,546
62267,347
62268,92
62269,225
62270,170
62271,113
62272,569
62273,181
62274,321
62275,375
62276,555
62277,595
62278,29
62279,562
62280,112
62281,496
62282,585
62283,551
62284,126
62285,569
62286,437
62287,454
62288,410
62289,131
62290,23
62291,286
62292,357
62293,501
62294,550
62295,43
62296,27
62297,395
62298,231
62299,252
62300,169
62301,110
62302,126
62303,225
62304,146
62305,270
62306,531
62307,194
62308,135
62309,57
62310,406
62311,227
62312,521
62313,390
62314,440
62315,452
62316,476
62317,10
62318,528
62319,524
62320,490
62321,36
62322,414
62323,365
62324,592
62325,276
62326,463
62327,578
62328,89
62329,213
62330,310
62331,213
62332,429
62333,420
62334,116
62335,222
62336,278
62337,296
62338,51
62339,174
62340,463
62341,473
62342,117
62343,218
62344,130
62345,86
62346,315
62347,250
62348,340
62349,134
62350,309
62351,568
62352,414
62353,272
62354,254
62355,54
62356,323
62357,518
62358,392
62359,105
62360,353
62361,36
62362,323
62363,298
62364,46
62365,335
62366,493
62367,467
62368,329
62369,344
62370,463
62371,135
62372,233
62373,199
62374,388
62375,561
62376,278
62377,245
62378,367
62379,302
62380,250
62381,42
62382,536
62383,399
62384,452
62385,52
62386,578
62387,63
62388,233
62389,1
62390,100
62391,283
62392,343
62393,324
62394,74
62395,15
62396,383
62397,147
62398,375
62399,221
62400,190
62401,289
62402,377
62403,40
62404,200
62405,495
62406,305
62407,343
62408,74
62409,382
62410,430
62411,37
62412,387
62413,456
62414,229
62415,268
62416,421
62417,468
62418,287
62419,42
62420,366
62421,208
62422,127
62423,348
62424,526
62425,328
62426,430
62427,184
62428,348
62429,596
62430,253
62431,455
62432,105
62433,48
62434,191
62435,526
62436,529
62437,150
62438,224
62439,533
62440,161
62441,438
62442,413
62443,200
62444,561
62445,525
62446,25
62447,124
62448,432
62449,579
62450,490
62451,300
62452,582
62453,270
62454,6
62455,9
62456,11
62457,108
62458,165
62459,248
62460,489
62461,366
62462,492
62463,117
62464,80
62465,513
62466,531
62467,469
62468,382
62469,166
62470,140
62471,73
62472,440
62473,496
62474,96
62475,150
62476,522
62477,325
62478,160
62479,298
62480,319
62481,414
62482,589
62483,241
62484,70
62485,577
62486,228
62487,365
62488,577
62489,406
62490,321
62491,308
62492,43
62493,382
62494,599
62495,91
62496,549
62497,367
62498,370
62499,440
62500,188
62501,572
62502,65
62503,582
62504,563
62505,529
62506,123
62507,42
62508,281
62509,397
62510,445
62511,74
62512,207
62513,504
62514,325
62515,140
62516,248
62517,563
62518,430
62519,132
62520,549
62521,279
62522,464
62523,272
62524,60
62525,366
62526,459
62527,294
62528,132
62529,502
62530,216
62531,125
62532,320
62533,132
62534,588
62535,392
62536,254
62537,509
62538,266
62539,527
62540,162
62541,199
62542,212
62543,584
62544,371
62545,182
62546,262
62547,107
62548,194
62549,26
62550,255
62551,523
62552,467
62553,30
62554,508
62555,207
62556,522
62557,11
62558,3
62559,553
62560,323
62561,51
62562,249
62563,254
62564,437
62565,530
62566,480
62567,4
62568,564
62569,583
62570,169
62571,546
62572,417
62573,528
62574,562
62575,80
62576,321
62577,315
62578,284
62579,16
62580,191
62581,265
62582,323
62583,92
62584,542
62585,500
62586,186
62587,71
62588,280
62589,2
62590,99
62591,544
62592,564
62593,122
62594,433
62595,120
62596,87
62597,218
62598,546
62599,357
62600,217
62601,419
62602,11
62603,423
62604,27
62605,221
62606,394
62607,31
62608,138
62609,44
62610,34
62611,272
62612,515
62613,556
62614,375
62615,397
62616,315
62617,464
62618,247
62619,282
62620,545
62621,93
62622,304
62623,407
62624,499
62625,558
62626,435
62627,247
62628,242
62629,473
62630,445
62631,135
62632,211
62633,270
62634,278
62635,449
62636,298
62637,456
62638,408
62639,512
62640,133
62641,316
62642,158
62643,526
62644,194
62645,286
62646,166
62647,394
62648,358
62649,419
62650,333
62651,477
62652,140
62653,10
62654,149
62655,355
62656,310
62657,347
62658,13
62659,534
62660,274
62661,225
62662,453
62663,78
62664,380
62665,148
62666,61
62667,142
62668,60
62669,454
62670,457
62671,504
62672,308
62673,576
62674,251
62675,440
62676,393
62677,293
62678,501
62679,573
62680,155
62681,508
62682,336
62683,124
62684,554
62685,331
62686,295
62687,71
62688,287
62689,302
62690,257
62691,523
62692,420
62693,287
62694,87
62695,39
62696,457
62697,432
62698,531
62699,224
62700,164
62701,420
62702,480
62703,329
62704,84
62705,347
62706,404
62707,264
62708,570
62709,196
62710,63
62711,84
62712,141
62713,157
62714,254
62715,226
62716,168
62717,13
62718,513
62719,103
62720,34
62721,35
62722,13
62723,424
62724,282
62725,576
62726,382
62727,581
62728,149
62729,567
62730,117
62731,484
62732,406
62733,180
62734,522
62735,273
62736,488
62737,10
62738,598
62739,467
62740,531
62741,231
62742,432
62743,234
62744,88
62745,202
62746,306
62747,277
62748,579
62749,45
62750,431
62751,48
62752,444
62753,165
62754,291
62755,74
62756,34
62757,310
62758,159
62759,76
62760,565
62761,60
62762,271
62763,150
62764,278
62765,68
62766,274
62767,323
62768,61
62769,537
62770,150
62771,229
62772,543
62773,554
62774,589
62775,28
62776,10
62777,208
62778,488
62779,495
62780,486
62781,422
62782,214
62783,69
62784,41
62785,25
62786,73
62787,453
62788,55
62789,503
62790,477
62791,9
62792,437
62793,571
62794,397
62795,201
62796,40
62797,454
62798,333
62799,292
62800,263
62801,123
62802,118
62803,337
62804,226
62805,569
62806,121
62807,340
62808,181
62809,387
62810,371
62811,389
62812,429
62813,571
62814,401
62815,410
62816,101
62817,426
62818,249
62819,476
62820,141
62821,53
62822,52
62823,559
62824,24
62825,538
62826,140
62827,258
62828,201
62829,72
62830,205
62831,111
62832,250
62833,452
62834,243
62835,381
62836,584
62837,280
62838,569
62839,272
62840,502
62841,126
62842,425
62843,330
62844,156
62845,506
62846,237
62847,355
62848,251
62849,189
62850,192
62851,244
62852,96
62853,214
62854,313
62855,506
62856,147
62857,442
62858,101
62859,421
62860,35
62861,333
62862,329
62863,464
62864,161
62865,593
62866,353
62867,467
62868,501
62869,179
62870,448
62871,196
62872,232
62873,125
62874,412
62875,588
62876,71
62877,101
62878,349
62879,21
62880,96
62881,93
62882,234
62883,433
62884,261
62885,52
62886,591
62887,446
62888,538
62889,586
62890,39
62891,174
62892,516
62893,552
62894,363
62895,595
62896,416
62897,110
62898,316
62899,280
62900,478
62901,54
62902,538
62903,82
62904,152
62905,581
62906,185
62907,125
62908,466
62909,266
62910,485
62911,187
62912,296
62913,567
62914,411
62915,527
62916,382
62917,101
62918,219
62919,400
62920,544
62921,436
62922,13
62923,273
62924,215
62925,103
62926,415
62927,237
62928,133
62929,190
62930,592
62931,160
62932,477
62933,77
62934,492
62935,552
62936,234
62937,538
62938,349
62939,266
62940,98
62941,396
62942,274
62943,81
62944,510
62945,262
62946,110
62947,42
62948,185
62949,3
62950,384
62951,275
62952,498
62953,532
62954,107
62955,145
62956,232
62957,77
62958,265
62959,329
62960,234
62961,565
62962,129
62963,366
62964,320
62965,212
62966,553
62967,489
62968,377
62969,175
62970,514
62971,511
62972,569
62973,446
62974,215
62975,92
62976,415
62977,223
62978,257
62979,557
62980,449
62981,188
62982,147
62983,307
62984,220
62985,119
62986,236
62987,35
62988,236
62989,581
62990,254
62991,203
62992,99
62993,488
62994,530
62995,527
62996,434
62997,311
62998,598
62999,1
63000,282
63001,65
63002,285
63003,479
63004,237
63005,166
63006,585
63007,31
63008,46
63009,478
63010,127
63011,269
63012,434
63013,290
63014,486
63015,429
63016,505
63017,288
63018,54
63019,147
63020,133
63021,301
63022,481
63023,511
63024,398
63025,195
63026,449
63027,271
63028,311
63029,578
63030,478
63031,53
63032,561
63033,179
63034,170
63035,256
63036,417
63037,271
63038,467
63039,278
63040,424
63041,174
63042,507
63043,254
63044,280
63045,259
63046,384
63047,43
63048,486
63049,348
63050,491
63051,397
63052,17
63053,376
63054,367
63055,466
63056,405
63057,177
63058,200
63059,578
63060,155
63061,361
63062,566
63063,448
63064,505
63065,105
63066,28
63067,156
63068,489
63069,205
63070,513
63071,421
63072,481
63073,51
63074,3
63075,380
63076,495
63077,506
63078,226
63079,396
63080,479
63081,591
63082,456
63083,349
63084,210
63085,202
63086,515
63087,367
63088,516
63089,303
63090,269
63091,276
63092,587
63093,25
63094,369
63095,278
63096,423
63097,361
63098,553
63099,592
63100,386
63101,180
63102,512
63103,345
63104,45
63105,306
63106,57
63107,386
63108,12
63109,539
63110,394
63111,145
63112,415
63113,564
63114,113
63115,422
63116,110
63117,55
63118,450
63119,411
63120,137
63121,424
63122,410
63123,208
63124,265
63125,196
63126,595
63127,532
63128,302
63129,317
63130,92
63131,224
63132,310
63133,440
63134,251
63135,341
63136,263
63137,415
63138,42
63139,446
63140,593
63141,489
63142,36
63143,464
63144,387
63145,303
63146,474
63147,181
63148,232
